idH,idI,rep,val,time
GRASP_RG_VND,C5p58k92L200R160_1,6,2,6.6775267124176025
GRASP_RG_VND2,C5p58k92L200R160_1,6,1,6.695620775222778
ANT_TS,C5p58k92L200R160_1,6,1,6.6691882610321045
ANT_VND,C5p58k92L200R160_1,6,1,6.667474269866943
ANT_VND2,C5p58k92L200R160_1,6,1,6.671210527420044
ANT2_TS,C5p58k92L200R160_1,6,1,6.674376726150513
ANT2_VND,C5p58k92L200R160_1,6,1,6.670365810394287
ANT2_VND2,C5p58k92L200R160_1,6,1,6.672365427017212
KIEst,C5p58k92L200R160_1,8,1,0.5323028564453125
GRASP_RG_VND,C5p58k92L200R160_1,7,1,6.674056053161621
GRASP_RG_TS,C5p58k92L200R160_1,7,1,6.70761251449585
GRASP_RG_VND2,C5p58k92L200R160_1,7,2,6.699591636657715
ANT_TS,C5p58k92L200R160_1,7,1,6.674051761627197
ANT_VND,C5p58k92L200R160_1,7,1,6.67230486869812
ANT_VND2,C5p58k92L200R160_1,7,1,6.67204737663269
ANT2_TS,C5p58k92L200R160_1,7,1,6.67633056640625
ANT2_VND,C5p58k92L200R160_1,7,1,6.667818307876587
ANT2_VND2,C5p58k92L200R160_1,7,1,6.671054840087891
KIEst,C5p58k92L200R160_1,9,1,0.548999547958374
GRASP_RG_TS,C5p58k92L200R160_1,8,1,6.667869567871094
GRASP_RG_VND,C5p58k92L200R160_1,8,2,6.681298971176148
GRASP_RG_VND2,C5p58k92L200R160_1,8,2,6.669518709182739
ANT_TS,C5p58k92L200R160_1,8,1,6.673986434936523
ANT_VND,C5p58k92L200R160_1,8,1,6.668428659439087
ANT_VND2,C5p58k92L200R160_1,8,1,6.666681528091431
ANT2_TS,C5p58k92L200R160_1,8,1,6.668683767318726
ANT2_VND,C5p58k92L200R160_1,8,1,6.668682336807251
ANT2_VND2,C5p58k92L200R160_1,8,1,6.67003345489502
KIEst,C5p42k16L40R50_0,0,1,0.0040090084075927
GRASP_RG_TS,C5p58k92L200R160_1,9,2,6.692256689071655
GRASP_RG_VND,C5p58k92L200R160_1,9,2,6.709143877029419
ANT_TS,C5p58k92L200R160_1,9,1,6.672681570053101
GRASP_RG_VND2,C5p58k92L200R160_1,9,2,6.680687189102173
ANT_VND,C5p58k92L200R160_1,9,1,6.668478012084961
ANT_VND2,C5p58k92L200R160_1,9,2,6.671025037765503
ANT2_TS,C5p58k92L200R160_1,9,1,6.672776937484741
ANT2_VND,C5p58k92L200R160_1,9,1,6.670792102813721
ANT2_VND2,C5p58k92L200R160_1,9,1,6.668793201446533
KIEst,C5p42k16L40R50_0,1,1,0.0037496089935302
GRASP_RG_TS,C5p42k16L40R50_0,0,1,1.3334784507751465
GRASP_RG_VND,C5p42k16L40R50_0,0,1,1.3349690437316897
GRASP_RG_VND2,C5p42k16L40R50_0,0,1,1.3349556922912598
ANT_VND,C5p42k16L40R50_0,0,1,1.33520770072937
ANT_TS,C5p42k16L40R50_0,0,1,1.33520770072937
ANT_VND2,C5p42k16L40R50_0,0,1,1.334951400756836
ANT2_TS,C5p42k16L40R50_0,0,1,1.334960699081421
ANT2_VND,C5p42k16L40R50_0,0,1,1.3334527015686035
ANT2_VND2,C5p42k16L40R50_0,0,1,1.3334879875183103
KIEst,C5p42k16L40R50_0,2,1,0.0040102005004882
GRASP_RG_TS,C5p42k16L40R50_0,1,1,1.3354840278625488
GRASP_RG_VND,C5p42k16L40R50_0,1,1,1.3334758281707764
GRASP_RG_VND2,C5p42k16L40R50_0,1,1,1.3335239887237549
ANT_TS,C5p42k16L40R50_0,1,1,1.333545446395874
ANT_VND2,C5p42k16L40R50_0,1,1,1.3335528373718262
ANT_VND,C5p42k16L40R50_0,1,1,1.3335528373718262
ANT2_TS,C5p42k16L40R50_0,1,1,1.3335521221160889
ANT2_VND,C5p42k16L40R50_0,1,1,1.3335466384887695
ANT2_VND2,C5p42k16L40R50_0,1,1,1.3350651264190674
KIEst,C5p42k16L40R50_0,3,1,0.00400972366333
GRASP_RG_TS,C5p42k16L40R50_0,2,1,1.3350331783294678
GRASP_RG_VND,C5p42k16L40R50_0,2,1,1.3352975845336914
GRASP_RG_VND2,C5p42k16L40R50_0,2,1,1.335054636001587
ANT_TS,C5p42k16L40R50_0,2,1,1.3335325717926023
ANT_VND,C5p42k16L40R50_0,2,1,1.333782434463501
ANT_VND2,C5p42k16L40R50_0,2,1,1.3335270881652832
ANT2_TS,C5p42k16L40R50_0,2,1,1.3335270881652832
ANT2_VND,C5p42k16L40R50_0,2,1,1.33378267288208
ANT2_VND2,C5p42k16L40R50_0,2,1,1.3337929248809814
KIEst,C5p42k16L40R50_0,4,1,0.0037517547607421
GRASP_RG_TS,C5p42k16L40R50_0,3,1,1.3335511684417725
GRASP_RG_VND,C5p42k16L40R50_0,3,1,1.3335387706756592
GRASP_RG_VND2,C5p42k16L40R50_0,3,1,1.3335351943969729
ANT_TS,C5p42k16L40R50_0,3,1,1.3337719440460205
ANT_VND,C5p42k16L40R50_0,3,1,1.3333477973937988
ANT_VND2,C5p42k16L40R50_0,3,1,1.3350870609283447
ANT2_TS,C5p42k16L40R50_0,3,1,1.3333382606506348
ANT2_VND,C5p42k16L40R50_0,3,1,1.3333382606506348
ANT2_VND2,C5p42k16L40R50_0,3,1,1.3350911140441897
KIEst,C5p42k16L40R50_0,5,1,0.00400972366333
GRASP_RG_TS,C5p42k16L40R50_0,4,1,1.3333423137664795
GRASP_RG_VND,C5p42k16L40R50_0,4,1,1.3337929248809814
GRASP_RG_VND2,C5p42k16L40R50_0,4,1,1.3338305950164795
ANT_TS,C5p42k16L40R50_0,4,1,1.3335797786712646
ANT_VND,C5p42k16L40R50_0,4,1,1.3335773944854736
ANT_VND2,C5p42k16L40R50_0,4,1,1.3334579467773438
ANT2_TS,C5p42k16L40R50_0,4,1,1.3334476947784424
ANT2_VND,C5p42k16L40R50_0,4,1,1.3334453105926514
ANT2_VND2,C5p42k16L40R50_0,4,1,1.3334453105926514
KIEst,C5p42k16L40R50_0,6,1,0.0020053386688232
GRASP_RG_TS,C5p42k16L40R50_0,5,1,1.333444118499756
GRASP_RG_VND,C5p42k16L40R50_0,5,1,1.333451747894287
GRASP_RG_VND2,C5p42k16L40R50_0,5,1,1.3350114822387695
ANT_TS,C5p42k16L40R50_0,5,1,1.334956407546997
ANT_VND,C5p42k16L40R50_0,5,1,1.3352112770080566
ANT_VND2,C5p42k16L40R50_0,5,1,1.3349559307098389
ANT2_TS,C5p42k16L40R50_0,5,1,1.333409070968628
ANT2_VND,C5p42k16L40R50_0,5,1,1.3334195613861084
ANT2_VND2,C5p42k16L40R50_0,5,1,1.3334193229675293
GRASP_RG_TS,C5p42k16L40R50_0,6,1,1.3334202766418457
KIEst,C5p42k16L40R50_0,7,1,0.0040118694305419
GRASP_RG_VND,C5p42k16L40R50_0,6,1,1.3334176540374756
GRASP_RG_VND2,C5p42k16L40R50_0,6,1,1.3334004878997805
ANT_TS,C5p42k16L40R50_0,6,1,1.333834171295166
ANT_VND,C5p42k16L40R50_0,6,1,1.3338205814361572
ANT_VND2,C5p42k16L40R50_0,6,1,1.333818435668945
ANT2_TS,C5p42k16L40R50_0,6,1,1.33380389213562
ANT2_VND,C5p42k16L40R50_0,6,1,1.3336739540100098
ANT2_VND2,C5p42k16L40R50_0,6,1,1.3336634635925293
KIEst,C5p42k16L40R50_0,8,1,0.0037484169006347
GRASP_RG_TS,C5p42k16L40R50_0,7,1,1.333392858505249
GRASP_RG_VND,C5p42k16L40R50_0,7,1,1.3333916664123535
GRASP_RG_VND2,C5p42k16L40R50_0,7,1,1.3333957195281982
ANT_TS,C5p42k16L40R50_0,7,1,1.333402395248413
ANT_VND,C5p42k16L40R50_0,7,1,1.3351280689239502
ANT_VND2,C5p42k16L40R50_0,7,1,1.3334150314331057
ANT2_TS,C5p42k16L40R50_0,7,1,1.335150957107544
ANT2_VND,C5p42k16L40R50_0,7,1,1.333418846130371
ANT2_VND2,C5p42k16L40R50_0,7,1,1.3351070880889893
KIEst,C5p42k16L40R50_0,9,1,0.0040102005004882
GRASP_RG_TS,C5p42k16L40R50_0,8,1,1.3333821296691897
GRASP_RG_VND,C5p42k16L40R50_0,8,1,1.3333899974822998
GRASP_RG_VND2,C5p42k16L40R50_0,8,1,1.3333895206451416
ANT_TS,C5p42k16L40R50_0,8,1,1.3333840370178225
ANT_VND,C5p42k16L40R50_0,8,1,1.3333823680877686
ANT_VND2,C5p42k16L40R50_0,8,1,1.335188388824463
ANT2_TS,C5p42k16L40R50_0,8,1,1.3348934650421145
ANT2_VND,C5p42k16L40R50_0,8,1,1.3348979949951172
ANT2_VND2,C5p42k16L40R50_0,8,1,1.3348753452301023
KIEst,C1p24k36L140R112_0,0,1,0.0553450584411621
GRASP_RG_TS,C5p42k16L40R50_0,9,1,1.3352043628692627
GRASP_RG_VND,C5p42k16L40R50_0,9,1,1.335187911987305
GRASP_RG_VND2,C5p42k16L40R50_0,9,1,1.3351855278015137
ANT_TS,C5p42k16L40R50_0,9,1,1.3351867198944092
ANT_VND,C5p42k16L40R50_0,9,1,1.3351764678955078
ANT_VND2,C5p42k16L40R50_0,9,1,1.3351638317108154
ANT2_TS,C5p42k16L40R50_0,9,1,1.335116624832153
ANT2_VND,C5p42k16L40R50_0,9,1,1.335094928741455
ANT2_VND2,C5p42k16L40R50_0,9,1,1.333343744277954
KIEst,C1p24k36L140R112_0,1,1,0.057086706161499
GRASP_RG_TS,C1p24k36L140R112_0,0,1,4.672623634338379
GRASP_RG_VND,C1p24k36L140R112_0,0,1,4.674190044403076
GRASP_RG_VND2,C1p24k36L140R112_0,0,1,4.668427228927612
ANT_TS,C1p24k36L140R112_0,0,1,4.668167591094971
ANT_VND,C1p24k36L140R112_0,0,1,4.668167352676392
ANT_VND2,C1p24k36L140R112_0,0,1,4.670442819595337
ANT2_TS,C1p24k36L140R112_0,0,1,4.6684510707855225
ANT2_VND,C1p24k36L140R112_0,0,1,4.66823148727417
ANT2_VND2,C1p24k36L140R112_0,0,1,4.668507814407349
KIEst,C1p24k36L140R112_0,2,1,0.0473220348358154
GRASP_RG_TS,C1p24k36L140R112_0,1,1,4.682272434234619
GRASP_RG_VND,C1p24k36L140R112_0,1,1,4.676537036895752
GRASP_RG_VND2,C1p24k36L140R112_0,1,1,4.677282094955444
ANT_TS,C1p24k36L140R112_0,1,1,4.668170213699341
ANT_VND,C1p24k36L140R112_0,1,1,4.667644739151001
ANT_VND2,C1p24k36L140R112_0,1,1,4.667640209197998
ANT2_TS,C1p24k36L140R112_0,1,1,4.668835401535034
ANT2_VND,C1p24k36L140R112_0,1,1,4.667293310165405
ANT2_VND2,C1p24k36L140R112_0,1,1,4.666826009750366
KIEst,C1p24k36L140R112_0,3,1,0.0530545711517334
GRASP_RG_TS,C1p24k36L140R112_0,2,1,4.672548294067383
GRASP_RG_VND,C1p24k36L140R112_0,2,1,4.668539047241211
GRASP_RG_VND2,C1p24k36L140R112_0,2,1,4.673999786376953
ANT_TS,C1p24k36L140R112_0,2,1,4.667993307113648
ANT_VND,C1p24k36L140R112_0,2,1,4.667088270187378
ANT_VND2,C1p24k36L140R112_0,2,1,4.668614387512207
ANT2_TS,C1p24k36L140R112_0,2,1,4.667615413665772
ANT2_VND,C1p24k36L140R112_0,2,1,4.668422698974609
ANT2_VND2,C1p24k36L140R112_0,2,1,4.666960716247559
KIEst,C1p24k36L140R112_0,4,1,0.0550847053527832
GRASP_RG_TS,C1p24k36L140R112_0,3,1,4.66668438911438
GRASP_RG_VND,C1p24k36L140R112_0,3,1,4.670399904251099
GRASP_RG_VND2,C1p24k36L140R112_0,3,1,4.672647476196289
ANT_TS,C1p24k36L140R112_0,3,1,4.668617010116577
ANT_VND,C1p24k36L140R112_0,3,1,4.668057441711426
ANT_VND2,C1p24k36L140R112_0,3,1,4.668051958084106
ANT2_VND,C1p24k36L140R112_0,3,1,4.668309688568115
ANT2_TS,C1p24k36L140R112_0,3,1,4.670313119888306
ANT2_VND2,C1p24k36L140R112_0,3,1,4.668047189712524
KIEst,C1p24k36L140R112_0,5,1,0.0573391914367675
GRASP_RG_TS,C1p24k36L140R112_0,4,1,4.678045272827148
GRASP_RG_VND,C1p24k36L140R112_0,4,1,4.668272495269775
GRASP_RG_VND2,C1p24k36L140R112_0,4,1,4.668304920196533
ANT_TS,C1p24k36L140R112_0,4,1,4.668060541152954
ANT_VND,C1p24k36L140R112_0,4,1,4.668394088745117
ANT_VND2,C1p24k36L140R112_0,4,1,4.668482542037964
ANT2_TS,C1p24k36L140R112_0,4,1,4.670492649078369
ANT2_VND,C1p24k36L140R112_0,4,1,4.668490171432495
ANT2_VND2,C1p24k36L140R112_0,4,1,4.668491125106812
KIEst,C1p24k36L140R112_0,6,1,0.0570712089538574
GRASP_RG_TS,C1p24k36L140R112_0,5,1,4.668227910995483
GRASP_RG_VND,C1p24k36L140R112_0,5,1,4.668670415878296
GRASP_RG_VND2,C1p24k36L140R112_0,5,1,4.669765949249268
ANT_TS,C1p24k36L140R112_0,5,1,4.669795036315918
ANT_VND,C1p24k36L140R112_0,5,1,4.6680567264556885
ANT_VND2,C1p24k36L140R112_0,5,1,4.668535232543945
ANT2_TS,C1p24k36L140R112_0,5,1,4.669827461242676
ANT2_VND,C1p24k36L140R112_0,5,1,4.667827129364014
ANT2_VND2,C1p24k36L140R112_0,5,1,4.667829036712647
KIEst,C1p24k36L140R112_0,7,1,0.0433189868927001
GRASP_RG_TS,C1p24k36L140R112_0,6,1,4.667848348617554
GRASP_RG_VND,C1p24k36L140R112_0,6,1,4.675863027572632
GRASP_RG_VND2,C1p24k36L140R112_0,6,1,4.66767430305481
ANT_TS,C1p24k36L140R112_0,6,1,4.668611526489258
ANT_VND,C1p24k36L140R112_0,6,1,4.668615341186523
ANT_VND2,C1p24k36L140R112_0,6,1,4.668350696563721
ANT2_TS,C1p24k36L140R112_0,6,1,4.667112350463867
ANT2_VND,C1p24k36L140R112_0,6,1,4.667750835418701
ANT2_VND2,C1p24k36L140R112_0,6,1,4.667727947235107
KIEst,C1p24k36L140R112_0,8,1,0.0570755004882812
GRASP_RG_TS,C1p24k36L140R112_0,7,1,4.677473545074463
GRASP_RG_VND,C1p24k36L140R112_0,7,1,4.669712066650391
GRASP_RG_VND2,C1p24k36L140R112_0,7,1,4.667693376541138
ANT_TS,C1p24k36L140R112_0,7,1,4.667687654495239
ANT_VND,C1p24k36L140R112_0,7,1,4.667419195175171
ANT_VND2,C1p24k36L140R112_0,7,1,4.667621374130249
ANT2_TS,C1p24k36L140R112_0,7,1,4.669627666473389
ANT2_VND,C1p24k36L140R112_0,7,1,4.668161153793335
ANT2_VND2,C1p24k36L140R112_0,7,1,4.668178081512451
KIEst,C1p24k36L140R112_0,9,1,0.0570583343505859
GRASP_RG_TS,C1p24k36L140R112_0,8,1,4.670185565948486
GRASP_RG_VND2,C1p24k36L140R112_0,8,1,4.668184757232666
GRASP_RG_VND,C1p24k36L140R112_0,8,1,4.674195766448975
ANT_TS,C1p24k36L140R112_0,8,1,4.669941186904907
ANT_VND,C1p24k36L140R112_0,8,1,4.667335510253906
ANT_VND2,C1p24k36L140R112_0,8,1,4.667745113372803
ANT2_TS,C1p24k36L140R112_0,8,1,4.669530153274536
ANT2_VND,C1p24k36L140R112_0,8,1,4.667536973953247
ANT2_VND2,C1p24k36L140R112_0,8,1,4.668460845947266
KIEst,C1p25k27L140R140_1,0,1,0.0584669113159179
GRASP_RG_TS,C1p24k36L140R112_0,9,1,4.668020486831665
GRASP_RG_VND,C1p24k36L140R112_0,9,1,4.67401933670044
ANT_TS,C1p24k36L140R112_0,9,1,4.670267581939697
GRASP_RG_VND2,C1p24k36L140R112_0,9,1,4.674017429351807
ANT_VND,C1p24k36L140R112_0,9,1,4.668264865875244
ANT_VND2,C1p24k36L140R112_0,9,1,4.667875051498413
ANT2_TS,C1p24k36L140R112_0,9,1,4.6687421798706055
ANT2_VND,C1p24k36L140R112_0,9,1,4.6667160987854
ANT2_VND2,C1p24k36L140R112_0,9,1,4.666688680648804
KIEst,C1p25k27L140R140_1,1,1,0.0295426845550537
GRASP_RG_TS,C1p25k27L140R140_1,0,1,4.667996168136597
GRASP_RG_VND,C1p25k27L140R140_1,0,1,4.671927452087402
GRASP_RG_VND2,C1p25k27L140R140_1,0,1,4.675678730010986
ANT_TS,C1p25k27L140R140_1,0,1,4.669667482376099
ANT_VND,C1p25k27L140R140_1,0,1,4.667662858963013
ANT_VND2,C1p25k27L140R140_1,0,1,4.667667388916016
ANT2_TS,C1p25k27L140R140_1,0,1,4.669931173324585
ANT2_VND,C1p25k27L140R140_1,0,1,4.667697429656982
ANT2_VND2,C1p25k27L140R140_1,0,1,4.667742967605591
