idH,idArg,idI,rep,val,time
ANT_VND,"(1, 0.6, 0.1, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.666743755340576
ANT_VND,"(1, 0.6, 0.1, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.670737981796265
ANT_VND,"(1, 0.6, 0.1, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.672734498977661
ANT_VND,"(1, 0.6, 0.1, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.669328212738037
ANT_VND,"(1, 0.6, 0.1, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.674735069274902
ANT_VND,"(1, 0.6, 0.1, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.67131781578064
ANT_VND,"(1, 0.6, 0.1, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.669300317764282
ANT_VND,"(1, 0.6, 0.1, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.670757293701172
ANT_VND,"(1, 0.6, 0.1, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.670741081237793
ANT_VND,"(1, 0.6, 0.3, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.670793294906616
ANT_VND,"(1, 0.6, 0.3, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.669793605804443
ANT_VND,"(1, 0.6, 0.3, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.672794342041016
ANT_VND,"(1, 0.6, 0.3, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.669792413711548
ANT_VND,"(1, 0.6, 0.3, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.673791170120239
ANT_VND,"(1, 0.6, 0.3, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.675791501998901
ANT_VND,"(1, 0.6, 0.3, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.670791864395142
ANT_VND,"(1, 0.6, 0.3, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.673791170120239
ANT_VND,"(1, 0.6, 0.3, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6717917919158936
ANT_VND,"(1, 0.6, 0.5, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6757941246032715
ANT_VND,"(1, 0.6, 0.5, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.6702141761779785
ANT_VND,"(1, 0.6, 0.5, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.668214321136475
ANT_VND,"(1, 0.6, 0.5, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.670215845108032
ANT_VND,"(1, 0.6, 0.5, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6692163944244385
ANT_VND,"(1, 0.6, 0.5, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671216011047363
ANT_VND,"(1, 0.6, 0.5, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6732165813446045
ANT_VND,"(1, 0.6, 0.5, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.676215887069702
ANT_VND,"(1, 0.6, 0.5, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.673216104507446
ANT_VND,"(1, 0.8, 0.1, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.6682164669036865
ANT_VND,"(1, 0.8, 0.1, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.669214963912964
ANT_VND,"(1, 0.8, 0.1, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.67029070854187
ANT_VND,"(1, 0.8, 0.1, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671290874481201
ANT_VND,"(1, 0.8, 0.1, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671290397644043
ANT_VND,"(1, 0.8, 0.1, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.676289319992065
ANT_VND,"(1, 0.8, 0.1, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.672290802001953
ANT_VND,"(1, 0.8, 0.1, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.674292087554932
ANT_VND,"(1, 0.8, 0.1, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.672291278839111
ANT_VND,"(1, 0.8, 0.3, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.669293165206909
ANT_VND,"(1, 0.8, 0.3, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.675291061401367
ANT_VND,"(1, 0.8, 0.3, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.674290418624878
ANT_VND,"(1, 0.8, 0.3, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.674228668212891
ANT_VND,"(1, 0.8, 0.3, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.674215793609619
ANT_VND,"(1, 0.8, 0.3, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.67321515083313
ANT_VND,"(1, 0.8, 0.3, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.673216104507446
ANT_VND,"(1, 0.8, 0.3, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.669213533401489
ANT_VND,"(1, 0.8, 0.3, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671213626861572
ANT_VND,"(1, 0.8, 0.5, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.6752142906188965
ANT_VND,"(1, 0.8, 0.5, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.673215627670288
ANT_VND,"(1, 0.8, 0.5, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671213865280151
ANT_VND,"(1, 0.8, 0.5, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6742143630981445
ANT_VND,"(1, 0.8, 0.5, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.67490029335022
ANT_VND,"(1, 0.8, 0.5, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.672914743423462
ANT_VND,"(1, 0.8, 0.5, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.667665958404541
ANT_VND,"(1, 0.8, 0.5, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.668678522109985
ANT_VND,"(1, 1.2, 0.1, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.666679382324219
ANT_VND,"(1, 0.8, 0.5, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.673689126968384
ANT_VND,"(1, 1.2, 0.1, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.674456596374512
ANT_VND,"(1, 1.2, 0.1, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6764607429504395
ANT_VND,"(1, 1.2, 0.1, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.668212890625
ANT_VND,"(1, 1.2, 0.1, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.66897177696228
ANT_VND,"(1, 1.2, 0.1, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.668727874755859
ANT_VND,"(1, 1.2, 0.1, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.674002408981323
ANT_VND,"(1, 1.2, 0.3, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.669736623764038
ANT_VND,"(1, 1.2, 0.1, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671741485595703
ANT_VND,"(1, 1.2, 0.1, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.675749778747559
ANT_VND,"(1, 1.2, 0.3, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6717448234558105
ANT_VND,"(1, 1.2, 0.3, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671743392944336
ANT_VND,"(1, 1.2, 0.3, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.670000314712524
ANT_VND,"(1, 1.2, 0.3, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6757519245147705
ANT_VND,"(1, 1.2, 0.3, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.670010089874268
ANT_VND,"(1, 1.2, 0.3, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671313047409058
ANT_VND,"(1, 1.2, 0.3, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671281814575195
ANT_VND,"(1, 1.2, 0.5, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,2,4.67052149772644
ANT_VND,"(1, 1.2, 0.5, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.673521995544434
ANT_VND,"(1, 1.2, 0.3, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.675526857376099
ANT_VND,"(1, 1.2, 0.5, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.669509172439575
ANT_VND,"(1, 1.2, 0.5, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.668742418289185
ANT_VND,"(1, 1.2, 0.5, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.6697306632995605
ANT_VND,"(1, 1.2, 0.5, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.675730228424072
ANT_VND,"(1, 1.2, 0.5, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.672958612442017
ANT_VND,"(1, 1.2, 0.5, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.671784162521362
ANT_VND,"(1, 1.2, 0.5, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,1,3,4.668782711029053
ANT_VND,"(1, 0.6, 0.1, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,1,4.667782783508301
ANT_VND,"(1, 0.6, 0.1, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.670783042907715
ANT_VND,"(1, 0.6, 0.1, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.6727824211120605
ANT_VND,"(1, 0.6, 0.1, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.67378306388855
ANT_VND,"(1, 0.6, 0.1, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.670783519744873
ANT_VND,"(1, 0.6, 0.1, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.6707823276519775
ANT_VND,"(1, 0.6, 0.1, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.673783302307129
ANT_VND,"(1, 0.6, 0.1, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.66878342628479
ANT_VND,"(1, 0.6, 0.1, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.674644708633423
ANT_VND,"(1, 0.6, 0.3, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.6766438484191895
ANT_VND,"(1, 0.6, 0.3, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.672645330429077
ANT_VND,"(1, 0.6, 0.3, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.6686437129974365
ANT_VND,"(1, 0.6, 0.3, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.6676435470581055
ANT_VND,"(1, 0.6, 0.3, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.66964316368103
ANT_VND,"(1, 0.6, 0.3, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.6736438274383545
ANT_VND,"(1, 0.6, 0.3, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.669643878936768
ANT_VND,"(1, 0.6, 0.3, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.667643070220947
ANT_VND,"(1, 0.6, 0.3, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.668643236160278
ANT_VND,"(1, 0.6, 0.5, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.672388553619385
ANT_VND,"(1, 0.6, 0.5, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.6703877449035645
ANT_VND,"(1, 0.6, 0.5, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.6693878173828125
ANT_VND,"(1, 0.6, 0.5, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.674386501312256
ANT_VND,"(1, 0.6, 0.5, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.6693878173828125
ANT_VND,"(1, 0.6, 0.5, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.676387548446655
ANT_VND,"(1, 0.6, 0.5, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.66838812828064
ANT_VND,"(1, 0.6, 0.5, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.673387765884399
ANT_VND,"(1, 0.6, 0.5, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.674387693405151
ANT_VND,"(1, 0.8, 0.1, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.6723878383636475
ANT_VND,"(1, 0.8, 0.1, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.67005729675293
ANT_VND,"(1, 0.8, 0.1, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.667083740234375
ANT_VND,"(1, 0.8, 0.1, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.675830602645874
ANT_VND,"(1, 0.8, 0.1, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.669835329055786
ANT_VND,"(1, 0.8, 0.1, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.6678407192230225
ANT_VND,"(1, 0.8, 0.1, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.674845457077026
ANT_VND,"(1, 0.8, 0.1, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.67461085319519
ANT_VND,"(1, 0.8, 0.1, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.668617486953735
ANT_VND,"(1, 0.8, 0.3, 0.7, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.667629718780518
ANT_VND,"(1, 0.8, 0.3, 0.7, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,2,4.669389247894287
ANT_VND,"(1, 0.8, 0.3, 0.7, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.675077676773071
ANT_VND,"(1, 0.8, 0.3, 0.8, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.66729998588562
ANT_VND,"(1, 0.8, 0.3, 0.8, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.670307636260986
ANT_VND,"(1, 0.8, 0.3, 0.8, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.674053192138672
ANT_VND,"(1, 0.8, 0.3, 0.9, 0.1, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.674294710159302
ANT_VND,"(1, 0.8, 0.3, 0.9, 0.2, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.674290418624878
ANT_VND,"(1, 0.8, 0.3, 0.9, 0.3, 5, 10000, 10)",C9p88k116L140R112_1,2,3,4.674524545669556
